timestamp,product_id,price,competitor_price,visitors,stock,promotion,day_of_week,hour,season,sales
2024-01-02 06:00:00,101,500.0,395.32,239,60,0,1,6,festive,21
2024-01-02 07:00:00,101,200.0,436.4,230,56,0,1,7,festive,33
2024-01-02 08:00:00,101,200.0,420.05,224,67,0,1,8,festive,53
2024-01-02 09:00:00,101,400.0,452.77,248,85,0,1,9,festive,24
2024-01-02 10:00:00,101,200.0,403.55,249,60,0,1,10,festive,41
2024-01-02 11:00:00,101,300.0,423.1,220,58,0,1,11,festive,20
2024-01-02 12:00:00,101,450.0,401.41,236,73,0,1,12,festive,14
2024-01-02 13:00:00,101,400.0,423.53,207,55,0,1,13,festive,16
2024-01-02 14:00:00,101,400.0,433.11,222,79,0,1,14,festive,23
2024-01-02 15:00:00,101,500.0,379.18,219,89,0,1,15,festive,12
2024-01-02 16:00:00,101,450.0,422.31,199,49,0,1,16,festive,13
2024-01-02 17:00:00,101,350.0,402.91,210,56,1,1,17,festive,29
2024-01-02 18:00:00,101,350.0,419.24,203,80,0,1,18,festive,18
2024-01-02 19:00:00,101,450.0,420.5,194,78,0,1,19,festive,13
2024-01-02 20:00:00,101,450.0,421.95,208,90,0,1,20,festive,15
2024-01-02 21:00:00,101,450.0,395.78,212,56,0,1,21,festive,10
2024-01-02 22:00:00,101,450.0,422.39,223,64,0,1,22,festive,14
2024-01-02 23:00:00,101,300.0,401.59,186,70,0,1,23,festive,22
2024-01-03 00:00:00,101,350.0,438.53,235,66,0,2,0,festive,25
2024-01-03 01:00:00,101,450.0,399.65,235,70,0,2,1,festive,23
2024-01-03 02:00:00,101,300.0,424.49,231,77,0,2,2,festive,22
2024-01-03 03:00:00,101,300.0,459.36,236,67,0,2,3,festive,26
2024-01-03 04:00:00,101,200.0,432.93,258,59,0,2,4,festive,46
2024-01-03 05:00:00,101,200.0,408.03,240,72,0,2,5,festive,47
2024-01-03 06:00:00,101,200.0,411.55,272,64,0,2,6,festive,47
2024-01-03 07:00:00,101,350.0,389.44,252,59,0,2,7,festive,22
2024-01-03 08:00:00,101,450.0,417.73,251,69,0,2,8,festive,11
2024-01-03 09:00:00,101,450.0,391.52,252,70,0,2,9,festive,11
2024-01-03 10:00:00,101,350.0,406.79,240,78,0,2,10,festive,21
2024-01-03 11:00:00,101,300.0,438.06,232,65,0,2,11,festive,16
2024-01-03 12:00:00,101,350.0,410.79,246,61,0,2,12,festive,27
2024-01-03 13:00:00,101,500.0,437.49,244,66,0,2,13,festive,14
2024-01-03 14:00:00,101,450.0,419.37,209,80,0,2,14,festive,11
2024-01-03 15:00:00,101,200.0,403.4,226,67,0,2,15,festive,27
2024-01-03 16:00:00,101,200.0,430.3,212,82,0,2,16,festive,39
2024-01-03 17:00:00,101,400.0,418.12,224,78,0,2,17,festive,15
2024-01-03 18:00:00,101,450.0,452.12,191,60,0,2,18,festive,15
2024-01-03 19:00:00,101,400.0,439.35,196,62,1,2,19,festive,18
2024-01-03 20:00:00,101,450.0,385.73,237,69,0,2,20,festive,12
2024-01-03 21:00:00,101,350.0,427.16,230,67,0,2,21,festive,21
2024-01-03 22:00:00,101,450.0,458.57,224,71,0,2,22,festive,17
2024-01-03 23:00:00,101,200.0,393.32,226,61,0,2,23,festive,41
2024-01-04 00:00:00,101,300.0,460.22,228,57,0,3,0,festive,23
2024-01-04 01:00:00,101,200.0,419.03,213,75,0,3,1,festive,37
2024-01-04 02:00:00,101,300.0,448.82,219,72,0,3,2,festive,24
2024-01-04 03:00:00,101,300.0,412.02,247,67,0,3,3,festive,24
2024-01-04 04:00:00,101,450.0,456.08,223,75,0,3,4,festive,18
2024-01-04 05:00:00,101,400.0,438.6,237,72,0,3,5,festive,18
2024-01-04 06:00:00,101,400.0,442.78,213,69,0,3,6,festive,14
2024-01-04 07:00:00,101,300.0,470.49,218,62,0,3,7,festive,23
2024-01-04 08:00:00,101,500.0,450.3,222,63,0,3,8,festive,8
2024-01-04 09:00:00,101,500.0,418.32,226,54,0,3,9,festive,12
2024-01-04 10:00:00,101,350.0,411.39,222,67,0,3,10,festive,28
2024-01-04 11:00:00,101,200.0,446.42,247,59,0,3,11,festive,43
2024-01-04 12:00:00,101,300.0,413.78,224,83,0,3,12,festive,24
2024-01-04 13:00:00,101,350.0,426.83,211,56,0,3,13,festive,18
2024-01-04 14:00:00,101,500.0,440.91,191,78,0,3,14,festive,9
2024-01-04 15:00:00,101,400.0,433.75,202,75,0,3,15,festive,14
2024-01-04 16:00:00,101,200.0,416.91,234,70,0,3,16,festive,41
2024-01-04 17:00:00,101,300.0,443.62,218,63,1,3,17,festive,27
2024-01-04 18:00:00,101,500.0,425.5,200,64,0,3,18,festive,8
2024-01-04 19:00:00,101,450.0,430.36,159,57,0,3,19,festive,8
2024-01-04 20:00:00,101,350.0,433.54,203,86,0,3,20,festive,23
2024-01-04 21:00:00,101,400.0,442.2,223,58,0,3,21,festive,11
2024-01-04 22:00:00,101,350.0,396.16,212,65,0,3,22,festive,21
2024-01-04 23:00:00,101,300.0,470.73,189,46,0,3,23,festive,24
2024-01-05 00:00:00,101,350.0,452.59,203,56,0,4,0,festive,16
2024-01-05 01:00:00,101,200.0,444.58,228,57,0,4,1,festive,33
2024-01-05 02:00:00,101,400.0,444.22,199,68,0,4,2,festive,11
2024-01-05 03:00:00,101,300.0,448.03,211,73,0,4,3,festive,29
2024-01-05 04:00:00,101,350.0,453.66,229,81,1,4,4,festive,30
2024-01-05 05:00:00,101,200.0,477.12,200,47,0,4,5,festive,43
2024-01-05 06:00:00,101,500.0,439.07,220,54,0,4,6,festive,11
2024-01-05 07:00:00,101,450.0,419.52,210,68,0,4,7,festive,14
2024-01-05 08:00:00,101,400.0,457.36,216,58,0,4,8,festive,17
2024-01-05 09:00:00,101,500.0,430.21,206,71,0,4,9,festive,13
2024-01-05 10:00:00,101,450.0,418.48,230,95,0,4,10,festive,12
2024-01-05 11:00:00,101,350.0,454.55,194,76,0,4,11,festive,18
2024-01-05 12:00:00,101,500.0,444.32,204,62,0,4,12,festive,11
2024-01-05 13:00:00,101,200.0,440.77,186,89,0,4,13,festive,28
2024-01-05 14:00:00,101,200.0,441.25,163,57,0,4,14,festive,27
2024-01-05 15:00:00,101,450.0,417.37,192,62,0,4,15,festive,9
2024-01-05 16:00:00,101,450.0,456.19,162,52,0,4,16,festive,9
2024-01-05 17:00:00,101,300.0,449.48,156,57,0,4,17,festive,14
2024-01-05 18:00:00,101,300.0,438.62,179,50,0,4,18,festive,26
2024-01-05 19:00:00,101,400.0,446.59,148,48,0,4,19,festive,10
2024-01-05 20:00:00,101,400.0,400.26,185,53,0,4,20,festive,14
2024-01-05 21:00:00,101,200.0,439.35,180,74,0,4,21,festive,27
2024-01-05 22:00:00,101,500.0,398.93,156,57,0,4,22,festive,6
2024-01-05 23:00:00,101,300.0,384.14,198,74,0,4,23,festive,22
2024-01-06 00:00:00,101,300.0,428.99,166,61,0,5,0,festive,14
2024-01-06 01:00:00,101,400.0,436.06,173,59,0,5,1,festive,12
2024-01-06 02:00:00,101,200.0,430.82,169,85,0,5,2,festive,34
2024-01-06 03:00:00,101,300.0,418.86,187,67,0,5,3,festive,21
2024-01-06 04:00:00,101,300.0,422.15,183,53,1,5,4,festive,19
2024-01-06 05:00:00,101,300.0,409.91,186,77,0,5,5,festive,27
2024-01-06 06:00:00,101,400.0,433.15,205,56,1,5,6,festive,24
2024-01-06 07:00:00,101,400.0,401.66,188,76,0,5,7,festive,18
2024-01-06 08:00:00,101,300.0,444.07,192,46,0,5,8,festive,20
2024-01-06 09:00:00,101,350.0,430.84,183,55,0,5,9,festive,15
2024-01-06 10:00:00,101,450.0,455.76,185,69,0,5,10,festive,16
2024-01-06 11:00:00,101,500.0,440.33,184,53,0,5,11,festive,15
2024-01-06 12:00:00,101,450.0,474.71,195,49,0,5,12,festive,17
2024-01-06 13:00:00,101,300.0,434.93,173,74,0,5,13,festive,13
2024-01-06 14:00:00,101,350.0,428.19,163,53,0,5,14,festive,13
2024-01-06 15:00:00,101,300.0,454.78,135,42,0,5,15,festive,13
2024-01-06 16:00:00,101,350.0,420.92,152,62,0,5,16,festive,15
2024-01-06 17:00:00,101,300.0,494.5,125,59,0,5,17,festive,14
2024-01-06 18:00:00,101,300.0,416.72,131,76,0,5,18,festive,14
2024-01-06 19:00:00,101,350.0,437.15,140,53,0,5,19,festive,18
2024-01-06 20:00:00,101,350.0,455.71,152,61,0,5,20,festive,15
2024-01-06 21:00:00,101,200.0,434.23,136,66,0,5,21,festive,25
2024-01-06 22:00:00,101,200.0,435.65,162,61,0,5,22,festive,22
2024-01-06 23:00:00,101,300.0,421.68,157,70,0,5,23,festive,16
2024-01-07 00:00:00,101,350.0,393.3,196,69,0,6,0,festive,19
2024-01-07 01:00:00,101,300.0,449.15,201,66,0,6,1,festive,24
2024-01-07 02:00:00,101,300.0,408.96,192,49,0,6,2,festive,21
2024-01-07 03:00:00,101,350.0,443.19,206,66,0,6,3,festive,24
2024-01-07 04:00:00,101,450.0,468.86,195,51,0,6,4,festive,12
2024-01-07 05:00:00,101,500.0,434.0,217,40,0,6,5,festive,12
2024-01-07 06:00:00,101,500.0,463.43,183,53,0,6,6,festive,11
2024-01-07 07:00:00,101,400.0,442.65,183,47,0,6,7,festive,17
2024-01-07 08:00:00,101,450.0,443.27,208,55,0,6,8,festive,7
2024-01-07 09:00:00,101,350.0,438.03,200,62,0,6,9,festive,18
2024-01-07 10:00:00,101,500.0,435.57,178,61,0,6,10,festive,14
2024-01-07 11:00:00,101,400.0,449.48,172,41,0,6,11,festive,12
2024-01-07 12:00:00,101,450.0,456.98,164,50,0,6,12,festive,11
2024-01-07 13:00:00,101,200.0,430.75,180,57,0,6,13,festive,29
2024-01-07 14:00:00,101,350.0,446.93,157,61,0,6,14,festive,8
2024-01-07 15:00:00,101,450.0,419.97,159,48,0,6,15,festive,19
2024-01-07 16:00:00,101,350.0,448.27,172,74,0,6,16,festive,20
2024-01-07 17:00:00,101,400.0,469.59,169,56,0,6,17,festive,15
2024-01-07 18:00:00,101,350.0,460.53,177,54,0,6,18,festive,18
2024-01-07 19:00:00,101,300.0,460.6,159,37,0,6,19,festive,18
2024-01-07 20:00:00,101,300.0,451.94,154,58,0,6,20,festive,14
2024-01-07 21:00:00,101,300.0,451.06,186,60,0,6,21,festive,29
2024-01-07 22:00:00,101,350.0,467.09,177,49,0,6,22,festive,17
2024-01-07 23:00:00,101,400.0,469.63,170,73,0,6,23,festive,11
2024-01-08 00:00:00,101,450.0,471.33,210,35,0,0,0,festive,21
2024-01-08 01:00:00,101,450.0,451.51,199,63,0,0,1,festive,15
2024-01-08 02:00:00,101,200.0,438.44,213,39,0,0,2,festive,53
2024-01-08 03:00:00,101,450.0,458.34,227,54,0,0,3,festive,16
2024-01-08 04:00:00,101,200.0,445.59,230,44,0,0,4,festive,42
2024-01-08 05:00:00,101,400.0,448.08,209,63,0,0,5,festive,12
2024-01-08 06:00:00,101,350.0,464.18,230,56,0,0,6,festive,24
2024-01-08 07:00:00,101,500.0,446.49,228,38,0,0,7,festive,8
2024-01-08 08:00:00,101,500.0,485.74,207,51,0,0,8,festive,13
2024-01-08 09:00:00,101,450.0,437.03,192,62,0,0,9,festive,8
2024-01-08 10:00:00,101,400.0,482.1,195,64,0,0,10,festive,18
2024-01-08 11:00:00,101,200.0,430.39,216,51,0,0,11,festive,28
2024-01-08 12:00:00,101,300.0,442.06,199,45,0,0,12,festive,18
2024-01-08 13:00:00,101,200.0,444.78,177,45,0,0,13,festive,36
2024-01-08 14:00:00,101,450.0,430.15,199,55,0,0,14,festive,16
2024-01-08 15:00:00,101,300.0,485.97,187,55,0,0,15,festive,20
2024-01-08 16:00:00,101,500.0,497.99,177,58,0,0,16,festive,8
2024-01-08 17:00:00,101,500.0,443.32,210,56,0,0,17,festive,11
2024-01-08 18:00:00,101,300.0,472.31,189,81,0,0,18,festive,21
2024-01-08 19:00:00,101,400.0,439.93,179,83,0,0,19,festive,10
2024-01-08 20:00:00,101,450.0,416.35,178,56,0,0,20,festive,16
2024-01-08 21:00:00,101,400.0,467.2,195,59,0,0,21,festive,15
2024-01-08 22:00:00,101,350.0,485.34,188,35,0,0,22,festive,13
2024-01-08 23:00:00,101,450.0,436.28,186,29,0,0,23,festive,15
2024-01-09 00:00:00,101,500.0,454.94,230,42,0,1,0,festive,14
2024-01-09 01:00:00,101,500.0,447.58,218,40,0,1,1,festive,18
2024-01-09 02:00:00,101,350.0,454.43,199,36,0,1,2,festive,15
2024-01-09 03:00:00,101,400.0,484.06,242,63,0,1,3,festive,14
2024-01-09 04:00:00,101,200.0,424.07,241,57,0,1,4,festive,40
2024-01-09 05:00:00,101,350.0,423.8,235,32,0,1,5,festive,25
2024-01-09 06:00:00,101,500.0,447.94,261,51,0,1,6,festive,12
2024-01-09 07:00:00,101,450.0,448.29,262,47,0,1,7,festive,25
2024-01-09 08:00:00,101,200.0,429.03,238,46,0,1,8,festive,42
2024-01-09 09:00:00,101,350.0,440.11,244,23,0,1,9,festive,23
2024-01-09 10:00:00,101,400.0,391.8,248,68,0,1,10,festive,14
2024-01-09 11:00:00,101,450.0,435.07,226,52,0,1,11,festive,9
2024-01-09 12:00:00,101,300.0,446.45,239,53,0,1,12,festive,23
2024-01-09 13:00:00,101,200.0,463.1,204,42,0,1,13,festive,38
2024-01-09 14:00:00,101,300.0,426.87,223,64,0,1,14,festive,21
2024-01-09 15:00:00,101,200.0,417.46,192,57,0,1,15,festive,31
2024-01-09 16:00:00,101,450.0,478.43,211,53,0,1,16,festive,13
2024-01-09 17:00:00,101,450.0,442.44,209,55,0,1,17,festive,18
2024-01-09 18:00:00,101,450.0,450.04,200,36,0,1,18,festive,12
2024-01-09 19:00:00,101,350.0,471.0,182,70,0,1,19,festive,12
2024-01-09 20:00:00,101,350.0,469.92,230,41,0,1,20,festive,24
2024-01-09 21:00:00,101,400.0,451.52,243,36,0,1,21,festive,18
2024-01-09 22:00:00,101,450.0,456.23,237,49,0,1,22,festive,12
2024-01-09 23:00:00,101,200.0,464.9,245,50,0,1,23,festive,45
2024-01-10 00:00:00,101,400.0,419.36,227,39,0,2,0,festive,14
2024-01-10 01:00:00,101,350.0,466.97,228,37,0,2,1,festive,21
2024-01-10 02:00:00,101,400.0,478.73,228,33,0,2,2,festive,12
2024-01-10 03:00:00,101,300.0,435.53,244,47,0,2,3,festive,24
2024-01-10 04:00:00,101,450.0,470.6,239,33,0,2,4,festive,17
2024-01-10 05:00:00,101,200.0,441.87,249,47,0,2,5,festive,46
2024-01-10 06:00:00,101,350.0,442.48,260,46,0,2,6,festive,27
2024-01-10 07:00:00,101,300.0,441.65,271,56,0,2,7,festive,22
2024-01-10 08:00:00,101,450.0,435.83,239,43,0,2,8,festive,10
2024-01-10 09:00:00,101,350.0,472.04,259,60,0,2,9,festive,18
2024-01-10 10:00:00,101,500.0,499.15,237,35,0,2,10,festive,13
2024-01-10 11:00:00,101,500.0,455.35,259,55,0,2,11,festive,16
2024-01-10 12:00:00,101,200.0,433.33,212,37,0,2,12,festive,43
2024-01-10 13:00:00,101,500.0,451.48,221,37,0,2,13,festive,14
2024-01-10 14:00:00,101,350.0,416.79,215,28,0,2,14,festive,23
2024-01-10 15:00:00,101,400.0,449.48,195,37,0,2,15,festive,24
2024-01-10 16:00:00,101,400.0,458.01,201,28,0,2,16,festive,13
2024-01-10 17:00:00,101,500.0,436.87,182,29,0,2,17,festive,11
2024-01-10 18:00:00,101,200.0,455.42,244,45,0,2,18,festive,44
2024-01-10 19:00:00,101,450.0,441.74,205,39,0,2,19,festive,12
2024-01-10 20:00:00,101,300.0,461.71,213,35,0,2,20,festive,23
2024-01-10 21:00:00,101,500.0,447.43,191,52,0,2,21,festive,12
2024-01-10 22:00:00,101,500.0,448.12,181,65,0,2,22,festive,9
2024-01-10 23:00:00,101,300.0,423.79,234,40,0,2,23,festive,26
2024-01-11 00:00:00,101,350.0,411.35,226,34,0,3,0,festive,19
2024-01-11 01:00:00,101,300.0,431.11,232,38,0,3,1,festive,25
2024-01-11 02:00:00,101,450.0,423.91,226,47,0,3,2,festive,14
2024-01-11 03:00:00,101,200.0,416.68,220,42,0,3,3,festive,30
2024-01-11 04:00:00,101,400.0,437.25,221,36,0,3,4,festive,19
2024-01-11 05:00:00,101,450.0,428.65,234,32,0,3,5,festive,17
2024-01-11 06:00:00,101,450.0,439.12,217,38,0,3,6,festive,13
2024-01-11 07:00:00,101,450.0,416.96,247,39,0,3,7,festive,21
2024-01-11 08:00:00,101,450.0,391.48,221,34,0,3,8,festive,12
2024-01-11 09:00:00,101,400.0,423.42,233,39,0,3,9,festive,20
2024-01-11 10:00:00,101,350.0,434.14,212,47,0,3,10,festive,17
2024-01-11 11:00:00,101,450.0,472.72,199,37,0,3,11,festive,8
2024-01-11 12:00:00,101,400.0,446.63,219,43,0,3,12,festive,16
2024-01-11 13:00:00,101,200.0,413.11,205,37,0,3,13,festive,24
2024-01-11 14:00:00,101,450.0,429.75,209,60,0,3,14,festive,16
2024-01-11 15:00:00,101,500.0,394.62,200,41,0,3,15,festive,11
2024-01-11 16:00:00,101,400.0,447.07,214,38,0,3,16,festive,22
2024-01-11 17:00:00,101,200.0,426.07,182,31,0,3,17,festive,34
2024-01-11 18:00:00,101,450.0,461.86,183,40,0,3,18,festive,18
2024-01-11 19:00:00,101,300.0,421.83,197,43,0,3,19,festive,19
2024-01-11 20:00:00,101,200.0,417.68,186,22,0,3,20,festive,25
2024-01-11 21:00:00,101,350.0,447.51,169,45,0,3,21,festive,20
2024-01-11 22:00:00,101,450.0,431.64,215,38,0,3,22,festive,18
2024-01-11 23:00:00,101,200.0,465.8,212,32,0,3,23,festive,48
2024-01-12 00:00:00,101,350.0,435.44,185,44,0,4,0,festive,11
2024-01-12 01:00:00,101,200.0,466.72,200,31,0,4,1,festive,34
2024-01-12 02:00:00,101,450.0,449.63,224,39,0,4,2,festive,10
2024-01-12 03:00:00,101,300.0,432.98,214,28,0,4,3,festive,25
2024-01-12 04:00:00,101,450.0,448.83,215,52,0,4,4,festive,15
2024-01-12 05:00:00,101,400.0,441.78,220,38,1,4,5,festive,27
2024-01-12 06:00:00,101,500.0,445.55,205,27,0,4,6,festive,11
2024-01-12 07:00:00,101,350.0,448.94,199,40,0,4,7,festive,12
2024-01-12 08:00:00,101,450.0,413.54,198,46,0,4,8,festive,15
2024-01-12 09:00:00,101,400.0,468.0,197,56,0,4,9,festive,16
2024-01-12 10:00:00,101,300.0,444.87,182,47,0,4,10,festive,19
2024-01-12 11:00:00,101,200.0,428.52,204,27,0,4,11,festive,25
2024-01-12 12:00:00,101,400.0,449.77,209,26,0,4,12,festive,16
2024-01-12 13:00:00,101,300.0,454.16,209,45,0,4,13,festive,23
2024-01-12 14:00:00,101,200.0,413.67,155,31,0,4,14,festive,36
2024-01-12 15:00:00,101,450.0,425.49,184,23,0,4,15,festive,12
2024-01-12 16:00:00,101,300.0,443.8,172,31,0,4,16,festive,14
2024-01-12 17:00:00,101,200.0,451.73,169,34,0,4,17,festive,42
2024-01-12 18:00:00,101,400.0,433.08,165,27,0,4,18,festive,11
2024-01-12 19:00:00,101,200.0,427.55,155,43,0,4,19,festive,26
2024-01-12 20:00:00,101,300.0,414.54,171,18,0,4,20,festive,22
2024-01-12 21:00:00,101,500.0,460.35,157,32,0,4,21,festive,11
2024-01-12 22:00:00,101,200.0,420.95,165,38,0,4,22,festive,27
2024-01-12 23:00:00,101,300.0,441.94,199,50,0,4,23,festive,13
2024-01-13 00:00:00,101,350.0,428.23,151,29,0,5,0,festive,15
2024-01-13 01:00:00,101,400.0,429.81,206,26,0,5,1,festive,20
2024-01-13 02:00:00,101,400.0,422.13,193,49,1,5,2,festive,21
2024-01-13 03:00:00,101,200.0,422.18,189,38,0,5,3,festive,33
2024-01-13 04:00:00,101,400.0,469.77,215,31,0,5,4,festive,16
2024-01-13 05:00:00,101,200.0,435.36,179,26,0,5,5,festive,29
2024-01-13 06:00:00,101,450.0,424.13,170,46,0,5,6,festive,13
2024-01-13 07:00:00,101,300.0,444.7,179,31,0,5,7,festive,13
2024-01-13 08:00:00,101,450.0,449.99,178,30,0,5,8,festive,10
2024-01-13 09:00:00,101,200.0,436.19,178,28,1,5,9,festive,46
2024-01-13 10:00:00,101,200.0,424.28,162,34,0,5,10,festive,23
2024-01-13 11:00:00,101,500.0,439.06,171,31,0,5,11,festive,12
2024-01-13 12:00:00,101,300.0,427.03,190,12,0,5,12,festive,20
2024-01-13 13:00:00,101,300.0,417.42,156,50,0,5,13,festive,15
2024-01-13 14:00:00,101,450.0,454.53,172,18,0,5,14,festive,9
2024-01-13 15:00:00,101,350.0,419.61,175,36,0,5,15,festive,18
2024-01-13 16:00:00,101,350.0,424.21,157,39,0,5,16,festive,16
2024-01-13 17:00:00,101,350.0,409.38,144,27,0,5,17,festive,16
2024-01-13 18:00:00,101,400.0,433.79,155,40,0,5,18,festive,14
2024-01-13 19:00:00,101,350.0,434.84,142,40,0,5,19,festive,7
2024-01-13 20:00:00,101,500.0,426.98,170,12,0,5,20,festive,13
2024-01-13 21:00:00,101,500.0,428.4,169,30,0,5,21,festive,16
2024-01-13 22:00:00,101,200.0,444.4,154,35,0,5,22,festive,28
2024-01-13 23:00:00,101,350.0,440.78,170,56,0,5,23,festive,20
2024-01-14 00:00:00,101,200.0,457.1,182,29,0,6,0,festive,31
2024-01-14 01:00:00,101,350.0,388.21,176,39,0,6,1,festive,19
2024-01-14 02:00:00,101,500.0,436.22,181,37,0,6,2,festive,14
2024-01-14 03:00:00,101,450.0,421.74,224,43,0,6,3,festive,12
2024-01-14 04:00:00,101,350.0,418.65,219,26,0,6,4,festive,21
2024-01-14 05:00:00,101,400.0,384.14,196,24,0,6,5,festive,16
2024-01-14 06:00:00,101,350.0,410.97,181,46,0,6,6,festive,13
2024-01-14 07:00:00,101,450.0,415.42,191,23,0,6,7,festive,24
2024-01-14 08:00:00,101,300.0,385.34,190,40,0,6,8,festive,19
2024-01-14 09:00:00,101,500.0,415.93,187,11,0,6,9,festive,13
2024-01-14 10:00:00,101,450.0,391.19,187,28,0,6,10,festive,13
2024-01-14 11:00:00,101,200.0,410.17,170,30,0,6,11,festive,27
2024-01-14 12:00:00,101,200.0,425.71,163,32,1,6,12,festive,51
2024-01-14 13:00:00,101,450.0,449.95,138,24,0,6,13,festive,7
2024-01-14 14:00:00,101,500.0,408.04,168,24,0,6,14,festive,5
2024-01-14 15:00:00,101,400.0,438.73,167,32,0,6,15,festive,7
2024-01-14 16:00:00,101,350.0,429.18,161,20,0,6,16,festive,15
2024-01-14 17:00:00,101,500.0,414.31,178,28,0,6,17,festive,5
2024-01-14 18:00:00,101,300.0,407.43,131,58,0,6,18,festive,20
2024-01-14 19:00:00,101,200.0,416.84,149,16,0,6,19,festive,16
2024-01-14 20:00:00,101,500.0,442.01,154,32,0,6,20,festive,14
2024-01-14 21:00:00,101,200.0,398.22,150,29,0,6,21,festive,23
2024-01-14 22:00:00,101,350.0,417.11,167,17,0,6,22,festive,14
2024-01-14 23:00:00,101,300.0,439.63,189,47,0,6,23,festive,25
2024-01-15 00:00:00,101,300.0,413.23,185,19,0,0,0,festive,8
2024-01-15 01:00:00,101,300.0,388.43,206,26,0,0,1,festive,20
2024-01-15 02:00:00,101,400.0,409.68,193,26,0,0,2,festive,13
2024-01-15 03:00:00,101,200.0,433.86,230,34,0,0,3,festive,29
2024-01-15 04:00:00,101,450.0,418.34,217,17,0,0,4,festive,19
2024-01-15 05:00:00,101,350.0,389.13,221,21,0,0,5,festive,16
2024-01-15 06:00:00,101,200.0,425.32,203,32,1,0,6,festive,50
2024-01-15 07:00:00,101,350.0,451.88,238,21,0,0,7,festive,16
2024-01-15 08:00:00,101,350.0,431.61,203,41,0,0,8,festive,14
2024-01-15 09:00:00,101,400.0,409.79,204,24,0,0,9,festive,22
2024-01-15 10:00:00,101,500.0,441.63,234,24,0,0,10,festive,9
2024-01-15 11:00:00,101,400.0,415.78,173,27,0,0,11,festive,13
2024-01-15 12:00:00,101,300.0,410.97,186,29,0,0,12,festive,20
2024-01-15 13:00:00,101,350.0,374.1,219,49,0,0,13,festive,21
2024-01-15 14:00:00,101,350.0,414.86,205,29,0,0,14,festive,20
2024-01-15 15:00:00,101,200.0,408.26,190,44,0,0,15,festive,21
2024-01-15 16:00:00,101,350.0,429.66,161,22,0,0,16,festive,14
2024-01-15 17:00:00,101,300.0,423.51,164,32,0,0,17,festive,17
2024-01-15 18:00:00,101,400.0,432.42,194,26,0,0,18,festive,19
2024-01-15 19:00:00,101,500.0,429.46,169,35,0,0,19,festive,13
2024-01-15 20:00:00,101,200.0,419.39,191,22,0,0,20,festive,37
2024-01-15 21:00:00,101,500.0,419.8,189,11,0,0,21,festive,12
2024-01-15 22:00:00,101,400.0,394.05,190,37,0,0,22,festive,10
2024-01-15 23:00:00,101,300.0,388.36,208,36,0,0,23,festive,20
2024-01-16 00:00:00,101,450.0,414.01,221,27,0,1,0,normal,7
2024-01-16 01:00:00,101,300.0,413.56,238,34,0,1,1,normal,17
2024-01-16 02:00:00,101,400.0,390.17,236,38,0,1,2,normal,10
2024-01-16 03:00:00,101,350.0,379.86,222,31,0,1,3,normal,16
2024-01-16 04:00:00,101,350.0,399.44,213,33,0,1,4,normal,10
2024-01-16 05:00:00,101,500.0,414.14,228,39,0,1,5,normal,3
